Season,Episode,Number,Title,Director,Writer,Date,Code,Viewers,Description,Rating,ANGEL,ANYA,BUFFY,CORDELIA,DAWN,FAITH,GILES,JOYCE,RILEY,SPIKE,WILLOW,XANDER
4,21,77,"""Primeval""",James A. Contner,David Fury,"May 16, 2000",4ABB21,,"The Scoobies reveal Adam's plan of releasing an army of hybrid cyborg monsters. A composite being created by a spell, combining the powers and personalities of Buffy, Willow, Xander, and Giles kill Adam after an intense fight.",8.5,0.0,0.029208069858476363,0.2165010538994279,0.0,0.0,0.0,0.08551641071966275,0.0,0.03462812405901837,0.12466124661246612,0.14212586570310148,0.08581752484191509
4,22,78,"""Restless""",Joss Whedon,Joss Whedon,"May 23, 2000",4ABB22,,"A primordial spirit haunts Buffy, Giles, Willow, and Xander in their individual, cryptic nightmares involving the First Slayer (Sharon Ferguson) as a result of the magic done in the previous episode.",8.9,0.0,0.053347012054372915,0.2108232880225699,0.0,0.0,0.0,0.16106694024108745,0.04590920748909977,0.06181072069761477,0.02539112592972557,0.12849448576558092,0.1695306488843293
5,1,79,"""Buffy vs. Dracula""",David Solomon,Marti Noxon,"September 26, 2000",5ABB01,5.8,"Buffy faces Count Dracula who has come to Sunnydale to make her one of his concubines. Dracula turns Xander into a Renfield of sorts, before being defeated but not killed.",7.9,0.0,0.04675101865751662,0.2414754449924941,0.0,0.0,0.0,0.14025305597254986,0.023804417756808922,0.11022946600900707,0.05061119450997212,0.11987990564014583,0.1539781256701694
5,2,80,"""Real Me""",David Grossman,David Fury,"October 3, 2000",5ABB02,6.2,"Buffy is having trouble getting along with her sister Dawn, who is kidnapped by Harmony's gang. Harmony makes two inept attempts on Buffy's life, but fails each time and Dawn is saved.",7.3,0.0,0.03160511363636364,0.2276278409090909,0.0,0.12713068181818182,0.0,0.0859375,0.043146306818181816,0.052556818181818184,0.047407670454545456,0.058416193181818184,0.08025568181818182
5,3,81,"""The Replacement""",James A. Contner,Jane Espenson,"October 10, 2000",5ABB03,5.3,"Xander is split into two people by a demon, one strong, the other weak. The lame Xander is unhappy that the cool Xander lives his life better than he can, getting an apartment and a date with Anya.",8.3,0.0,0.10258249641319943,0.13450502152080343,0.0,0.018113342898134863,0.0,0.09666427546628407,0.007711621233859397,0.09289813486370158,0.01524390243902439,0.09684361549497848,0.35993543758967
5,4,82,"""Out of My Mind""",David Grossman,Rebecca Rand Kirshner,"October 17, 2000",5ABB04,5.1,"Riley is risking his health to be able to fight with Buffy. His super soldier enhancement is destroying his heart. Buffy enlists Spike to take Riley to the doctor, but instead Spike kidnaps the doctor to remove his chip.",7.7,0.0,0.015527362241999621,0.28138610111721263,0.0,0.03806097330051127,0.0,0.029350501798901724,0.02745692103768226,0.11172126491194849,0.1535693997348987,0.08918765385343685,0.03067600833175535
5,5,83,"""No Place Like Home""",David Solomon,Douglas Petrie,"October 24, 2000",5ABB05,6.4,"Glory, the new Big Bad, is looking for ""The Key"". After being beaten by Glory, Buffy meets a monk who reveals to her that she doesn't really have a sister — Dawn is The Key, sent to Buffy for protection.",8.1,0.0,0.06107130672125555,0.3029682702149437,0.0,0.1105424769703173,0.0,0.12248379392698738,0.08393039918116683,0.04947117024906175,0.02524735585124531,0.042647560559535995,0.03445922893210508
5,6,84,"""Family""",Joss Whedon,Joss Whedon,"November 7, 2000",5ABB06,6.2,"Tara is about to celebrate her 20th birthday, and her family comes to abduct her before she becomes a demon. Glory sends demons after the Slayer, and Tara accidentally helps them.",8.0,0.0,0.05142857142857143,0.16945054945054944,0.0,0.026593406593406595,0.0,0.11274725274725275,0.0,0.07032967032967033,0.02945054945054945,0.09274725274725275,0.08373626373626374
5,7,85,"""Fool for Love""",Nick Marck,Douglas Petrie,"November 14, 2000",5ABB07,5.7,"After a close call, Buffy asks Spike about the slayers he's killed. Spike tells Buffy the story of his unlife, and reveals a dark secret about Slayers that not even Buffy knew to be true.",9.2,0.054441260744985676,0.0068051575931232094,0.22206303724928367,0.0,0.025787965616045846,0.0,0.035458452722063036,0.042263610315186245,0.06411174785100286,0.3957736389684814,0.0082378223495702,0.0082378223495702
5,8,86,"""Shadow""",Dan Attias,David Fury,"November 21, 2000",5ABB08,4.8,"Joyce Summers has a brain tumor, and Buffy worries about how Dawn will take it. In addition, Buffy must keep her sister safe from Glory and her magic snake.",7.2,0.0,0.05494778717056191,0.17429139731476878,0.0,0.0591745400298359,0.0,0.14246643460964695,0.039781203381402286,0.08378915962207857,0.07881650919940328,0.03605171556439582,0.07260069617105917
5,9,87,"""Listening to Fear""",David Solomon,Rebecca Rand Kirshner,"November 28, 2000",5ABB09,5.5,"As Buffy and Dawn help their mother prepare for surgery, an extraterrestrial preys on Sunnydale's mental patients and follows Joyce home. The alien was summoned by Ben to clean up Glory's mess, and Buffy kills it.",6.9,0.0,0.017454037700721434,0.18384919711426576,0.0,0.05189667209681173,0.0,0.03537351640679544,0.20013963230160578,0.08983011403304632,0.011868745636490576,0.1866418431463812,0.0621363742145683
5,10,88,"""Into the Woods""",Marti Noxon,Marti Noxon,"December 19, 2000",5ABB10,4.9,"Buffy learns Riley has been going to a vampire brothel to have his blood sucked for pleasure. She confronts him, and he says he's going away with the military if she doesn't give him a reason to stay. She wants him to stay, but doesn't tell him in time.",7.3,0.0,0.11118930330752991,0.24607084212995542,0.0,0.031433262960356555,0.0,0.049495660333098754,0.0300258034248182,0.17006802721088435,0.0966455547736336,0.019469856908280552,0.18531550551254986
5,11,89,"""Triangle""",Christopher Hibler,Jane Espenson,"January 9, 2001",5ABB11,4.8,"Emotions between Willow and Anya come to a boil over Xander, and they summon a troll (Olaf). The troll was Anya's ex-boyfriend whom she called vengeance upon. He tries to make Xander choose between the women, but Buffy sends him packing.",7.6,0.0,0.19577418289864643,0.17794651700231098,0.0,0.01617695609111918,0.0,0.07246616044899307,0.021624298448332784,0.002806206668867613,0.08517662594915813,0.19659953780125453,0.09475074281941234
5,12,90,"""Checkpoint""",Nick Marck,Douglas Petrie & Jane Espenson,"January 23, 2001",5ABB12,5.0,"The Watcher's Council withholds information about Glory from Buffy and make her go through a series of tests. Glory and the Knights of Byzantium target Buffy, and she realizes it's because she has power over them. She orders Quentin to give her the scoop on Glory, and it turns out she's not a demon - she's a god.",8.5,0.0,0.03025560772039645,0.23856720570335593,0.0,0.010606850982437837,0.0,0.1431055468614154,0.0099113197704747,0.0,0.07476960528603721,0.02851677969048861,0.0352982090071292
5,13,91,"""Blood Ties""",Michael Gershman,Steven S. DeKnight,"February 6, 2001",5ABB13,4.9,"Dawn discovers that she is the Key, becomes depressed, and runs away. She tells her tale to Ben, who morphs into Glory. Glory, not remembering Ben's thoughts, decides Dawn doesn't know the Key's location, and Willow and Tara teleport Glory elsewhere.",8.4,0.0,0.029038112522686024,0.19800362976406533,0.0,0.1838475499092559,0.0,0.06896551724137931,0.038838475499092556,0.000544464609800363,0.11343012704174228,0.04954627949183303,0.039927404718693285
5,14,92,"""Crush""",Dan Attias,David Fury,"February 13, 2001",5ABB14,4.9,"Spike's profession of love for Buffy is spurned when Drusilla returns. He offers to kill Drusilla for her, but Buffy is unimpressed. After Harmony returns to the scene and attacks Spike for revenge, Drusilla tries to kill Buffy. He saves Buffy from Dru, but has his invitation to the Summers' home revoked.",8.7,0.0,0.0018248175182481751,0.23094079480940793,0.0,0.072992700729927,0.0,0.019870235198702353,0.039943227899432276,0.0006082725060827251,0.34124087591240876,0.041768045417680456,0.05048661800486618
5,15,93,"""I Was Made to Love You""",James A. Contner,Jane Espenson,"February 20, 2001",5ABB15,5.1,"A robot girlfriend, April, is abandoned by her creator, Warren. When April tries to kill Warren's current girlfriend, Buffy intervenes. Spike secretly coerces Warren into making him a robot of Buffy.",7.2,0.0,0.04274565448740688,0.2805959560127705,0.0,0.02021993614757006,0.0,0.04593827598439163,0.05409719758779709,0.008691025186236254,0.05285562256119191,0.0478893224547712,0.0954239091876552
5,16,94,"""The Body""",Joss Whedon,Joss Whedon,"February 27, 2001",5ABB16,6.0,Buffy and the gang are crushed by the death of Joyce. Dawn goes to the morgue to see the body and is attacked by a vampire. Buffy saves her and watches as Dawn reaches to touch Joyce.,9.8,0.0,0.10694307337940112,0.19611714379730175,0.0,0.14050674564001317,0.0,0.028298782494241528,0.022046725896676538,0.0,0.0,0.1839420862125699,0.12898979927607765
5,17,95,"""Forever""",Marti Noxon,Marti Noxon,"April 17, 2001",5ABB17,4.3,"Buffy is comforted by Angel following her mother's death, although he can't stay. Dawn attempts to resurrect Joyce with the help of Spike and Doc, but stops part way through the ceremony after Buffy convinces her.",8.3,0.0315407306557749,0.05922396187882913,0.17177218062173816,0.0,0.17199909235307465,0.0,0.04606308146131155,0.0,0.0,0.09280689811663263,0.09462219196732471,0.04084411164057182
5,18,96,"""Intervention""",Michael Gershman,Jane Espenson,"April 24, 2001",5ABB18,4.7,"The Scoobies discover Spike's new robot toy; Glory's minions kidnap Spike, thinking he is the Key, and when they realize he isn't they torture him for information. Buffy and Giles go on a discovery quest about the origin of the Slayer. Buffy is told ominously that ""Death is your gift"".",8.7,0.0004131377814501136,0.051229084899814085,0.19562073951662878,0.0,0.02003718240033051,0.0,0.0731253873166701,0.0,0.0,0.14418508572608965,0.08221441850857261,0.11361288989878124
5,19,97,"""Tough Love""",David Grossman,Rebecca Rand Kirshner,"May 1, 2001",5ABB19,4.6,"Willow and Tara get into an argument, leaving Tara vulnerable to be attacked by Glory, who thinks she is the Key. After discovering her error, Tara's mind is partially sucked out and Willow swears revenge.",8.0,0.0,0.04459124690338563,0.21263418662262593,0.0,0.06750619322873658,0.0,0.056564822460776217,0.0,0.0,0.029108175061932286,0.1971511147811726,0.033856317093311314
5,20,98,"""Spiral""",James A. Contner,Steven S. DeKnight,"May 8, 2001",5ABB20,5.1,"Glory discovers the real Key, and Buffy and company must flee from her, and the Knights of Byzantium who are trying to destroy the Key. The gang race from Sunnydale in a caravan.",8.1,0.0,0.03796544171331224,0.20077877829155513,0.0,0.08444877099050864,0.0,0.05792163543441227,0.0,0.0,0.07666098807495741,0.06108542224385495,0.06838646872718424
5,21,99,"""The Weight of the World""",David Solomon,Douglas Petrie,"May 15, 2001",5ABB21,4.8,"Willow tries to reach the Slayer, who has been rendered catatonic by Dawn's abduction.",7.9,0.0,0.0193621867881549,0.017995444191343964,0.0,0.03257403189066059,0.0,0.06469248291571754,0.012528473804100227,0.0,0.12072892938496584,0.16378132118451025,0.0469248291571754
5,22,100,"""The Gift""",Joss Whedon,Joss Whedon,"May 22, 2001",5ABB22,5.2,"Buffy and the gang set out to rescue Dawn and fight Glory as the ritual commences. Also, Buffy finally realizes the meaning of ""Death Is Your Gift.""",9.5,0.0002751031636863824,0.12132049518569464,0.2310866574965612,0.0002751031636863824,0.051994497936726274,0.0,0.14140302613480055,0.0,0.0,0.07895460797799175,0.0828060522696011,0.0751031636863824
6,1,101,"""Bargaining (Part 1)""",David Grossman,Marti Noxon,"October 2, 2001",6ABB01,7.7,"Giles leaves town after wondering whether he still has a place in Sunnydale without Buffy. A vampire discovers that the Slayer has been replaced by a robot. Meanwhile, The Scoobies attempt to raise Buffy from the dead with a powerful spell.",8.1,0.0005411255411255411,0.11562049062049062,0.01479076479076479,0.0,0.061507936507936505,0.0,0.08297258297258298,0.0,0.0,0.09812409812409813,0.21608946608946608,0.1534992784992785
6,2,102,"""Bargaining (Part 2)""",David Grossman,David Fury,"October 2, 2001",6ABB02,7.7,"Sunnydale is invaded by a gang of biker demons who, having learned that the Slayer is a robot, wreak havoc on the town. Meanwhile, the Scoobies attempt to flee from the demons while the real Buffy, having been resurrected from the dead, returns to the place of her death for an emotional confrontation with her younger sister.",8.2,0.0012594458438287153,0.1624685138539043,0.04534005037783375,0.0,0.10285474391267842,0.0,0.004617968094038623,0.0,0.0,0.0688497061293031,0.10495382031905962,0.21578505457598657
6,3,103,"""After Life""",David Solomon,Jane Espenson,"October 9, 2001",6ABB03,5.6,"Spike warns that the resurrection spell could have serious consequences, and his assessment proves to be correct as members of the gang are possessed by an unseen force.",7.8,0.0,0.11005368472425574,0.14397266959492436,0.0,0.1617862371888726,0.0,0.0,0.0,0.0,0.12127867252318204,0.21864324060517326,0.13640800390434357
6,4,104,"""Flooded""",Douglas Petrie,Jane Espenson & Douglas Petrie,"October 16, 2001",6ABB04,6.0,"Buffy faces financial problems while Warren, Andrew, and Jonathan team up in order to take over Sunnydale. They send a M'Fashnik demon to kill Buffy, whom they believe to be their biggest threat.",7.2,0.0,0.08203375347148045,0.22473830378124332,0.0,0.058320871608630635,0.0,0.16043580431531723,0.0,0.0,0.025849177526169623,0.13052766502884,0.07840205084383679
6,5,105,"""Life Serial""",Nick Marck,David Fury & Jane Espenson,"October 23, 2001",6ABB05,5.7,"Buffy is in serious need of money to support herself and Dawn, and she tries to focus on bringing in some money. However, her attempts fail as Jonathan, Warren, and Andrew create a number of obstacles to test her ability.",7.9,0.0,0.033687219273172725,0.3291139240506329,0.0,0.0071457737852184565,0.0,0.08023683135973866,0.0,0.0,0.07370355247039607,0.03409554920375663,0.06717027358105349
6,6,106,"""All the Way""",David Solomon,Steven S. DeKnight,"October 30, 2001",6ABB06,5.2,"Xander finally announces his engagement to Anya, and the Scoobies go back to Buffy's house to celebrate. Dawn sneaks out on Halloween by lying to Buffy but finds the boy she is falling for is a vampire, despite the fact he shouldn't be out on Halloween. Willow and Tara argue about Willow's overactive use of magic.",7.1,0.0,0.10786831660051366,0.13705346719589073,0.0,0.13121643707681532,0.0,0.1211767452720056,0.0,0.0,0.06514125612888162,0.1043660985290684,0.05440112070978286
6,7,107,"""Once More, with Feeling""",Joss Whedon,Joss Whedon,"November 6, 2001",6ABB07,5.4,"A mysterious force compels Sunnydale residents to break out into song and dance numbers that reveal their true feelings, and a new demon in town, Sweet, seems to be responsible for it. Buffy and Spike share a kiss.",9.7,0.0,0.08370651050637272,0.15156734412676542,0.0,0.08611780916293489,0.0,0.14674474681364105,0.0,0.0,0.09162934894936273,0.06062693765070617,0.12917671374440234
6,8,108,"""Tabula Rasa""",David Grossman,Rebecca Rand Kirshner,"November 13, 2001",6ABB08,5.4,"Willow and Tara argue over an amnesia spell, and Tara insists that Willow is dependent on magic. Willow promises to go a week without using magic but breaches the promise, causing the gang to forget who they are. Buffy and Spike kiss again. Giles goes back to London. Tara and Willow break up.",9.2,0.0,0.12299605781865966,0.16399474375821288,0.0,0.044940867279894874,0.0,0.1871222076215506,0.0,0.0,0.1319316688567674,0.13561103810775296,0.10354796320630749
6,9,109,"""Smashed""",Turi Meyer,Drew Z. Greenberg,"November 20, 2001",6ABB09,5.4,Willow finds herself alone without Tara and discovers she's now powerful enough to turn the metamorphosed Amy from a rat back into human. They go out partying while Spike discovers that he can hurt Buffy.,7.9,0.0,0.05030181086519115,0.2157388777107087,0.0,0.034875922199865864,0.0,0.003577017661524704,0.0,0.0,0.16879052090319696,0.15537670467247933,0.037335121842164094
6,10,110,"""Wrecked""",David Solomon,Marti Noxon,"November 27, 2001",6ABB10,5.6,"Buffy is shaken by her previous meeting with Spike the night before, where they slept together and caused the building around them to collapse. Amy takes Willow to a sorcerer called Rack whose power gets her hooked. However, it ends with devastating consequences.",7.6,0.0,0.03885381253035454,0.22753763963088877,0.0,0.14740165128703253,0.0,0.0,0.0,0.0,0.13088878096163187,0.2292374939290918,0.033997085964060224
6,11,111,"""Gone""",David Fury,David Fury,"January 8, 2002",6ABB11,5.2,"A social services worker threatens to take Dawn away from Buffy. Jonathan, Warren, and Andrew attempt to make themselves invisible, but the beam accidentally hits Buffy.",7.7,0.0,0.060513954130975406,0.22105554020447638,0.0,0.05111909367228516,0.0,0.00027631942525559546,0.0,0.0,0.12627797734180712,0.16054158607350097,0.17933130699088146
6,12,112,"""Doublemeat Palace""",Nick Marck,Jane Espenson,"January 29, 2002",6ABB12,5.6,"Buffy gets a job at the Doublemeat Palace, but soon becomes paranoid about the mysterious secret ingredient in the food. Anya is visited by her old friend, Halfrek, who questions her relationship with Xander.",6.5,0.0,0.11287789556340794,0.2777777777777778,0.0,0.030035335689045935,0.0,0.0035335689045936395,0.0,0.0,0.028268551236749116,0.12858264625049076,0.0840204161758932
6,13,113,"""Dead Things""",James A. Contner,Steven S. DeKnight,"February 5, 2002",6ABB13,5.2,"Warren tries to make his ex-girlfriend Katrina his sex slave using magic, but when she fights back, he kills her. Afraid of getting caught, he convinces Jonathan and Andrew to help him use a curse to make Buffy think that she killed Katrina.",7.5,0.0,0.024285352896534277,0.2522135087275487,0.0,0.037692891474829245,0.0,0.00025297242600556537,0.0,0.0,0.1396407791550721,0.07639767265368075,0.02529724260055654
6,14,114,"""Older and Far Away""",Michael Gershman,Drew Z. Greenberg,"February 12, 2002",6ABB14,5.0,"Dawn, feeling that nobody wants to spend time with her, makes a wish in front of a vengeance demon that everyone would stay with her. Fulfilling her wish, the demon causes everyone at Buffy's birthday party to be unable to leave.",7.6,0.0,0.1540646853146853,0.21066433566433568,0.0,0.11909965034965035,0.0,0.0013111888111888112,0.0,0.0,0.08479020979020979,0.09571678321678322,0.12237762237762238
6,15,115,"""As You Were""",Douglas Petrie,Douglas Petrie,"February 26, 2002",6ABB15,4.7,Riley returns to town – newly married – and enlists Buffy's help to track down a demon. Her encounter with Riley causes Buffy to end her relationship with Spike.,6.5,0.0,0.05058139534883721,0.2527131782945736,0.0,0.05445736434108527,0.0,0.0001937984496124031,0.0,0.20813953488372092,0.10445736434108527,0.05,0.07228682170542636
6,16,116,"""Hell's Bells""",David Solomon,Rebecca Rand Kirshner,"March 5, 2002",6ABB16,5.6,"Before Xander and Anya's wedding, Xander's future self suddenly appears, and warns him that his marriage to Anya will be the beginning of a life of disgrace and pain. Xander is shown flashes of the future, convincing him to call it off, but later it is discovered it is only a demon taking revenge on Anyanka from her demon days. Nevertheless, the wedding doesn't go ahead and Anya and Xander break up.",7.8,0.0,0.2728604923798359,0.1776084407971864,0.0,0.0697538100820633,0.0,0.00029308323563892143,0.0,0.0,0.0477725674091442,0.09642438452520516,0.18405627198124266
6,17,117,"""Normal Again""",Rick Rosenthal,Diego Gutierrez,"March 12, 2002",6ABB17,5.0,"Warren, Jonathan, and Andrew unleash a demon whose powers make Buffy believe that her friends are figments of her imagination. Buffy attempts to attack her friends, locks them in her basement and unleashes the same demon on them. Tara eventually finds the trio and Buffy recovers from the demon's poison by drinking an antidote. By the end of the episode however, it is unclear which world is reality.",8.2,0.0,0.0032853171594642407,0.21809451604751073,0.0,0.06419004296183978,0.0,0.001516300227445034,0.06343189284811726,0.0,0.1197877179681577,0.16022239070002528,0.12711650240080868
6,18,118,"""Entropy""",James A. Contner,Drew Z. Greenberg,"April 30, 2002",6ABB18,4.5,"Anya seeks vengeance on Xander and when looking for someone who wants the same, she finds comfort with Spike. Xander sees their impulsive behavior through a camera and tries to stake Spike. Willow and Tara arrange a date, which ends with the two of them kissing.",7.8,0.0,0.2423360496701591,0.15909972836631742,0.0,0.07120682964687622,0.0,0.00019402405898331392,0.0,0.0,0.12145906092355452,0.08808692277842453,0.12087698874660457
6,19,119,"""Seeing Red""",Michael Gershman,Steven S. DeKnight,"May 7, 2002",6ABB19,4.1,"Willow and Tara reconcile, and Tara tells Willow that Spike and Buffy have been sleeping together. Buffy stops The Trio when attempting a large-scale theft. Andrew and Jonathan are caught and imprisoned, but Warren escapes with a jetpack. Furious at being thwarted once again, Warren attempts to shoot Buffy, wounding her but also hitting Tara, who collapses and dies in Willow's arms.",8.3,0.0,0.0703448275862069,0.17264367816091955,0.0,0.06022988505747127,0.0,0.001379310344827586,0.0,0.0,0.11471264367816092,0.10896551724137932,0.12229885057471264
6,20,120,"""Villains""",David Solomon,Marti Noxon,"May 14, 2002",6ABB20,5.0,"Willow, after being told Tara cannot be resurrected, is pushed over the edge by her grief. After magically saving Buffy, a vengeful Willow hunts down Warren, who desperately tries to escape town. Though her friends try to stop her, Willow tracks down Mears and brutally murders him by flaying him and burning him alive with her magic.",8.6,0.0,0.036949685534591194,0.16928721174004194,0.0,0.030136268343815515,0.0,0.0015723270440251573,0.0,0.0,0.030136268343815515,0.1388888888888889,0.12133123689727464
6,21,121,"""Two to Go""",Bill L. Norton,Douglas Petrie,"May 21, 2002",6ABB21,5.3,"After killing Warren, Willow plots to murder Andrew and Jonathan as well. Meanwhile, the rest of the Scoobies try to break the two nerds out of prison before Willow can get to them.",8.6,0.0,0.12550349798600804,0.13991944032223871,0.0,0.059359762560949755,0.0,0.006995972016111935,0.0,0.0,0.03731185075259699,0.16005935976256094,0.14097943608225566
6,22,122,"""Grave""",James A. Contner,David Fury,"May 21, 2002",6ABB22,5.3,"Giles returns armed with temporary magic, but Willow defeats him and decides to end her suffering and the world's by bringing on an apocalypse. Xander attempts to stop her. In Africa, Spike completes a set of challenges given to him by a demon who offers him his soul if he is successful.",8.7,0.0,0.11762830729996812,0.1925406439273191,0.0,0.08606949314631814,0.0,0.18712145361810648,0.0,0.0,0.02613962384443736,0.25406439273190945,0.12623525661459994
7,1,123,"""Lessons""",David Solomon,Joss Whedon,"September 24, 2002",7ABB01,5.0,Dawn finds vengeful spirits in the new Sunnydale High; Giles is rehabilitating Willow in England. Spike is living in the high school basement and going insane after being filled with guilt upon the return of his soul.,7.7,0.0,0.025783767946088484,0.3208321125109874,0.0,0.1608555523000293,0.0,0.041312628186346324,0.0,0.0,0.0357456782888954,0.06211544096103135,0.059478464693817755
7,2,124,"""Beneath You""",Nick Marck,Douglas Petrie,"October 1, 2002",7ABB02,5.0,The gang deals with a giant underground demon; Willow prepares to return home. Spike reveals to Buffy that he has regained his soul.,7.8,0.0,0.08008260670032125,0.1964203763194126,0.0,0.0578246902248738,0.0,0.03051858650757228,0.0,0.0,0.3024323083983479,0.045433685176686556,0.12115649380449747
7,3,125,"""Same Time, Same Place""",James A. Contner,Jane Espenson,"October 8, 2002",7ABB03,4.9,"A weak and vulnerable Willow returns home but cannot find her friends in Sunnydale. At the same time, they cannot find her, but bodies are being found without skin, and the resemblance to Willow's murder of Warren alarms Buffy and Xander.",7.9,0.0,0.19501466275659823,0.21774193548387097,0.0,0.09970674486803519,0.0,0.004887585532746823,0.0,0.0,0.09042033235581623,0.208455522971652,0.10972629521016618
7,4,126,"""Help""",Rick Rosenthal,Rebecca Rand Kirshner,"October 15, 2002",7ABB04,5.0,"Buffy becomes a counselor at Sunnydale High and meets a girl who predicts her own death. Buffy learns that sometimes, whatever you do, you can't always stop bad things from happening.",7.8,0.0,0.006098991320666197,0.31222144030025806,0.0,0.09758386113065916,0.0,0.0014074595355383533,0.0,0.0,0.022050199390100868,0.07694112127609665,0.0844475721323012
7,5,127,"""Selfless""",David Solomon,Drew Goddard,"October 22, 2002",7ABB05,5.0,"Buffy deals with Anyanka after she grants a lethal wish; Anya's background story is also revealed. The two end up fighting, with Xander unsure of where his loyalties lie.",8.9,0.0,0.2641117052881759,0.19162210338680927,0.0,0.026440879382055853,0.0,0.0017825311942959,0.0,0.0,0.038027332144979206,0.10843731431966726,0.19696969696969696
7,6,128,"""Him""",Michael Gershman,Drew Z. Greenberg,"November 5, 2002",7ABB06,4.6,"Dawn, Buffy, Willow and Anya fall in love with high school quarterback as a result of a 'magic' jacket. Xander and Spike become reluctant roommates, but try to sort out the confusion.",7.1,0.0,0.08236327696024599,0.3421919613441687,0.0,0.24599165385460137,0.0,0.001317812431363936,0.0,0.0,0.010322864045684164,0.0814847353393367,0.16758181418844717
7,7,129,"""Conversations with Dead People""",Nick Marck,Jane Espenson & Drew Goddard,"November 12, 2002",7ABB07,4.8,"Buffy, Dawn, and Willow face individual encounters with familiar faces from their past. Also, Jonathan and Andrew return to Sunnydale to unearth a mysterious symbol.",8.9,0.0,0.0059708621925005975,0.19154525913541914,0.0,0.08430857415810843,0.0,0.0014330069262001434,0.008598041557200859,0.0,0.004537855266300453,0.08526391210890853,0.0
7,8,130,"""Sleeper""",Alan J. Levi,David Fury & Jane Espenson,"November 19, 2002",7ABB08,5.0,Buffy probes a series of grisly murders that may be the work of Spike.,7.8,0.0,0.11692015209125475,0.25506970849176175,0.0,0.051330798479087454,0.0,0.012357414448669201,0.003485424588086185,0.0,0.27217997465145755,0.09885931558935361,0.14131812420785805
7,9,131,"""Never Leave Me""",David Solomon,Drew Goddard,"November 26, 2002",7ABB09,4.8,The Summers' home gains two captives: Spike and Andrew. The Watchers Council is attacked directly by an agent of the First.,7.8,0.0,0.07655502392344497,0.22594364699627859,0.0,0.03375863902179692,0.0,0.009303561935140883,0.0029239766081871343,0.0,0.17729930887825623,0.07363104731525784,0.16188197767145135
7,10,132,"""Bring on the Night""",David Grossman,Marti Noxon & Douglas Petrie,"December 17, 2002",7ABB10,4.8,Giles arrives with three apprentice Slayers; the Scoobies research the First; Buffy fights an ancient vampire.,7.7,0.0,0.04437732342007435,0.316682156133829,0.0,0.0604089219330855,0.0,0.16984200743494424,0.04972118959107807,0.0,0.014172862453531599,0.07504646840148699,0.0766728624535316
7,11,133,"""Showtime""",Michael Grossman,David Fury,"January 7, 2003",7ABB11,4.1,Buffy must win the confidence of Potential Slayers and kill the Ubervamp.,8.0,0.0,0.07488789237668161,0.19484304932735427,0.0,0.047309417040358744,0.0,0.08094170403587445,0.0,0.0,0.008520179372197309,0.08430493273542601,0.08116591928251121
7,12,134,"""Potential""",James A. Contner,Rebecca Rand Kirshner,"January 21, 2003",7ABB12,3.6,"Buffy and Spike establish a boot camp to prepare the Potential Slayers for combat, while a spell from Willow reveals another Potential in Sunnydale. Dawn thinks it may be her for a short while, but then the true Potential is revealed.",7.6,0.0,0.05457463884430177,0.24505082932049224,0.0,0.1751382200820403,0.0,0.01141430354913501,0.0,0.0,0.03210272873194221,0.08596397360442304,0.0996968075619761
7,13,135,"""The Killer in Me""",David Solomon,Drew Z. Greenberg,"February 4, 2003",7ABB13,3.5,"After sharing a lingering kiss with would-be Slayer Kennedy, Willow bafflingly transforms into Warren and must confront the loss of Tara. When Spike's chip begins to malfunction, he and Buffy take a trip to the Initiative stomping grounds, where they meet up with a few remaining soldiers who give her a choice of how to deal with the problem. Meanwhile, when Giles takes the Potentials on a self discovery quest, the rest of the gang find clues that lead them to believe Giles may be the First Evil.",7.1,0.0,0.05562130177514793,0.1697041420118343,0.0,0.020118343195266272,0.0,0.057514792899408286,0.0,0.004023668639053254,0.0949112426035503,0.11692307692307692,0.05822485207100592
7,14,136,"""First Date""",David Grossman,Jane Espenson,"February 11, 2003",7ABB14,4.2,"Buffy accepts a dinner invitation from Principal Wood; Anya is jealous when Xander has a date, but it turns out to not be so innocent.",7.4,0.0,0.06132075471698113,0.2504716981132076,0.0,0.020283018867924527,0.0,0.15259433962264152,0.0,0.0,0.06627358490566038,0.09481132075471699,0.13867924528301886
7,15,137,"""Get It Done""",Douglas Petrie,Douglas Petrie,"February 18, 2003",7ABB15,3.4,Buffy learns more about the First Slayer and the source of power.,7.5,0.0,0.10190185489551538,0.27612115520075137,0.0,0.08898802535806527,0.0,0.009391876027236441,0.0,0.0,0.15449636064803945,0.11434609063160367,0.05165531814980042
7,16,138,"""Storyteller""",Marita Grabiak,Jane Espenson,"February 25, 2003",7ABB16,3.6,Andrew makes a documentary on the events in Sunnydale.,8.2,0.0,0.07017884914463453,0.25447122861586313,0.0,0.0036936236391912907,0.0,0.004860031104199067,0.0,0.0,0.046073094867807154,0.035186625194401244,0.049766718506998445
7,17,139,"""Lies My Parents Told Me""",David Fury,David Fury & Drew Goddard,"March 25, 2003",7ABB17,3.4,"The gang investigates Spike's trigger; Principal Wood and Giles decide to eliminate Spike without Buffy's knowledge or approval, but fail. Buffy confronts them.",9.0,0.0,0.0106315118009781,0.16967892834361045,0.0,0.0034020837763129915,0.0,0.2017860939825643,0.0,0.0,0.16032319795874975,0.021050393365936636,0.00637890708058686
